,fold,k,distance,votes,weighting,acc,corr,incorr,time
464,4,3,cosine,majority,correlation,0.7517241379310344,109,36,10.08657693862915
465,5,3,cosine,majority,correlation,0.7432432432432432,110,38,10.34737229347229
466,6,3,cosine,majority,correlation,0.7551020408163265,111,36,10.213760137557983
467,7,3,cosine,majority,correlation,0.7074829931972789,104,43,10.37095022201538
468,8,3,cosine,majority,correlation,0.8175675675675675,121,27,10.383233547210693
469,9,3,cosine,majority,correlation,0.7142857142857143,105,42,10.230438232421875
470,0,3,cosine,majority,information_gain,0.7027027027027027,104,44,10.330632448196411
471,1,3,cosine,majority,information_gain,0.5906040268456376,88,61,10.403538227081299
472,2,3,cosine,majority,information_gain,0.7210884353741497,106,41,10.381393671035767
473,3,3,cosine,majority,information_gain,0.7687074829931972,113,34,10.244090557098389
474,4,3,cosine,majority,information_gain,0.7310344827586207,106,39,10.100700855255127
475,5,3,cosine,majority,information_gain,0.7635135135135135,113,35,10.361961841583252
476,6,3,cosine,majority,information_gain,0.6938775510204082,102,45,11.485658884048462
477,7,3,cosine,majority,information_gain,0.6122448979591837,90,57,10.27370834350586
478,8,3,cosine,majority,information_gain,0.7297297297297297,108,40,10.328733205795288
479,9,3,cosine,majority,information_gain,0.6598639455782312,97,50,10.291098356246948
480,0,3,cosine,sheppard,equal,0.7162162162162162,106,42,10.400965213775635
481,1,3,cosine,sheppard,equal,0.7114093959731543,106,43,10.476746320724487
482,2,3,cosine,sheppard,equal,0.6870748299319728,101,46,10.330896377563477
483,3,3,cosine,sheppard,equal,0.7755102040816326,114,33,10.368437767028809
484,4,3,cosine,sheppard,equal,0.7448275862068966,108,37,10.206052303314209
485,5,3,cosine,sheppard,equal,0.7567567567567568,112,36,10.41519808769226
486,6,3,cosine,sheppard,equal,0.7346938775510204,108,39,10.339413404464722
487,7,3,cosine,sheppard,equal,0.6802721088435374,100,47,10.306843757629395
488,8,3,cosine,sheppard,equal,0.8108108108108109,120,28,10.468512058258057
489,9,3,cosine,sheppard,equal,0.6870748299319728,101,46,10.28679871559143
490,0,3,cosine,sheppard,correlation,0.6824324324324325,101,47,10.46434998512268
491,1,3,cosine,sheppard,correlation,0.6912751677852349,103,46,11.7710542678833
492,2,3,cosine,sheppard,correlation,0.6326530612244898,93,54,10.3047456741333
493,3,3,cosine,sheppard,correlation,0.782312925170068,115,32,10.315503120422363
494,4,3,cosine,sheppard,correlation,0.7517241379310344,109,36,10.209719896316528
495,5,3,cosine,sheppard,correlation,0.7432432432432432,110,38,10.359513282775879
496,6,3,cosine,sheppard,correlation,0.7551020408163265,111,36,10.37873125076294
497,7,3,cosine,sheppard,correlation,0.7074829931972789,104,43,10.346160173416138
498,8,3,cosine,sheppard,correlation,0.8175675675675675,121,27,10.383410930633545
499,9,3,cosine,sheppard,correlation,0.7142857142857143,105,42,10.42139720916748
500,0,3,cosine,sheppard,information_gain,0.6013513513513513,89,59,10.46147894859314
501,1,3,cosine,sheppard,information_gain,0.610738255033557,91,58,10.505955696105957
502,2,3,cosine,sheppard,information_gain,0.6598639455782312,97,50,10.30924654006958
503,3,3,cosine,sheppard,information_gain,0.6598639455782312,97,50,10.405096054077148
504,4,3,cosine,sheppard,information_gain,0.7103448275862069,103,42,10.130739450454712
505,5,3,cosine,sheppard,information_gain,0.7905405405405406,117,31,10.825403213500977
506,6,3,cosine,sheppard,information_gain,0.7210884353741497,106,41,11.067648887634277
507,7,3,cosine,sheppard,information_gain,0.6870748299319728,101,46,10.42849349975586
508,8,3,cosine,sheppard,information_gain,0.7635135135135135,113,35,10.463608980178833
509,9,3,cosine,sheppard,information_gain,0.7210884353741497,106,41,10.321288108825684
510,0,3,cosine,idw,equal,0.7364864864864865,109,39,10.42361068725586
511,1,3,cosine,idw,equal,0.7583892617449665,113,36,10.459734201431274
512,2,3,cosine,idw,equal,0.7891156462585034,116,31,10.332856893539429
513,3,3,cosine,idw,equal,0.8707482993197279,128,19,10.344153881072998
514,4,3,cosine,idw,equal,0.7793103448275862,113,32,10.224188089370728
515,5,3,cosine,idw,equal,0.8918918918918919,132,16,10.422847747802734
516,6,3,cosine,idw,equal,0.8231292517006803,121,26,10.444423913955688
517,7,3,cosine,idw,equal,0.8231292517006803,121,26,10.359182596206665
518,8,3,cosine,idw,equal,0.8581081081081081,127,21,10.46580982208252
519,9,3,cosine,idw,equal,0.8299319727891157,122,25,10.447418689727783
520,0,3,cosine,idw,correlation,0.7702702702702703,114,34,11.62730097770691
521,1,3,cosine,idw,correlation,0.7919463087248322,118,31,10.550146102905273
522,2,3,cosine,idw,correlation,0.7482993197278912,110,37,10.297327756881714
523,3,3,cosine,idw,correlation,0.8707482993197279,128,19,10.380943536758423
524,4,3,cosine,idw,correlation,0.8,116,29,10.212165832519531
525,5,3,cosine,idw,correlation,0.9121621621621622,135,13,10.431913137435913
526,6,3,cosine,idw,correlation,0.7959183673469388,117,30,10.404869318008423
527,7,3,cosine,idw,correlation,0.8367346938775511,123,24,10.329813003540039
528,8,3,cosine,idw,correlation,0.8986486486486487,133,15,10.420958518981934
529,9,3,cosine,idw,correlation,0.8435374149659864,124,23,10.487419843673706
530,0,3,cosine,idw,information_gain,0.6081081081081081,90,58,10.435993432998657
531,1,3,cosine,idw,information_gain,0.7449664429530202,111,38,10.547624826431274
532,2,3,cosine,idw,information_gain,0.8027210884353742,118,29,10.406701564788818
533,3,3,cosine,idw,information_gain,0.8163265306122449,120,27,10.44563341140747
534,4,3,cosine,idw,information_gain,0.6413793103448275,93,52,10.220284700393677
535,5,3,cosine,idw,information_gain,0.8851351351351351,131,17,11.729756593704224
536,6,3,cosine,idw,information_gain,0.8231292517006803,121,26,10.346786737442017
537,7,3,cosine,idw,information_gain,0.7414965986394558,109,38,10.386328220367432
538,8,3,cosine,idw,information_gain,0.7905405405405406,117,31,10.426962852478027
539,9,3,cosine,idw,information_gain,0.7755102040816326,114,33,10.341128826141357
540,0,5,euclidean,majority,equal,0.6351351351351351,94,54,7.976627588272095
541,1,5,euclidean,majority,equal,0.7181208053691275,107,42,8.154909610748291
542,2,5,euclidean,majority,equal,0.6598639455782312,97,50,7.882750034332275
543,3,5,euclidean,majority,equal,0.7006802721088435,103,44,7.916156768798828
544,4,5,euclidean,majority,equal,0.6758620689655173,98,47,7.867411851882935
545,5,5,euclidean,majority,equal,0.7297297297297297,108,40,7.898485898971558
546,6,5,euclidean,majority,equal,0.6530612244897959,96,51,7.901662826538086
547,7,5,euclidean,majority,equal,0.6938775510204082,102,45,7.895411252975464
548,8,5,euclidean,majority,equal,0.75,111,37,7.9895806312561035
549,9,5,euclidean,majority,equal,0.673469387755102,99,48,7.864171743392944
550,0,5,euclidean,majority,correlation,0.6351351351351351,94,54,7.940000534057617
551,1,5,euclidean,majority,correlation,0.6912751677852349,103,46,8.003283977508545
552,2,5,euclidean,majority,correlation,0.6326530612244898,93,54,8.51308536529541
553,3,5,euclidean,majority,correlation,0.7551020408163265,111,36,8.870354890823364
554,4,5,euclidean,majority,correlation,0.7034482758620689,102,43,7.771552801132202
555,5,5,euclidean,majority,correlation,0.7364864864864865,109,39,7.89881706237793
556,6,5,euclidean,majority,correlation,0.6598639455782312,97,50,7.9018354415893555
557,7,5,euclidean,majority,correlation,0.6870748299319728,101,46,7.873302459716797
558,8,5,euclidean,majority,correlation,0.7567567567567568,112,36,7.965802907943726
559,9,5,euclidean,majority,correlation,0.7006802721088435,103,44,7.864651441574097
560,0,5,euclidean,majority,information_gain,0.6418918918918919,95,53,7.929925203323364
561,1,5,euclidean,majority,information_gain,0.6778523489932886,101,48,8.004447221755981
